timestamp,request_count,bytes_sum,bytes_mean,bytes_max,bytes_p95,unique_hosts,status_2xx,status_3xx,status_4xx,status_5xx,error_count,error_rate,method_get,method_post,method_head,method_other,throughput_bytes_per_min,request_spike_score,congestion_score_proxy,target_next_congestion_score
1995-07-01 05:34:00+00:00,33.0,1605426.0,48649.27272727273,1081049.0,116210.59999999996,15.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1605426.0,0.0,0.28579450226967895,0.32428289195028726
1995-07-01 05:35:00+00:00,63.0,1158704.0,18392.126984126986,257194.0,101580.79999999993,22.0,60.0,3.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1158704.0,0.2547754835104391,0.44104796496023285,0.2375087877816699
1995-07-01 05:36:00+00:00,60.0,1594676.0,26577.933333333334,835394.0,98445.9,23.0,45.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1594676.0,0.18609828313965956,0.4588475486796234,0.29931930673406676
1995-07-01 05:37:00+00:00,56.0,1243960.0,22213.571428571428,170295.0,107472.5,22.0,50.0,4.0,2.0,0.0,2.0,0.03571428571428571,55.0,0.0,1.0,0.0,1243960.0,0.0883296214084431,0.4080182470520049,0.4277983093957748
1995-07-01 05:38:00+00:00,50.0,1502186.0,30043.72,297851.0,149635.09999999998,20.0,48.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1502186.0,0.0,0.37566592889561523,0.27789125261713954
1995-07-01 05:39:00+00:00,46.0,3373937.0,73346.45652173914,946425.0,242466.75,27.0,44.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,3373937.0,0.0,0.485,0.365223204646625
1995-07-01 05:40:00+00:00,54.0,639871.0,11849.462962962964,127045.0,47003.099999999984,22.0,49.0,4.0,1.0,0.0,1.0,0.018518518518518517,54.0,0.0,0.0,0.0,639871.0,0.08088143641535281,0.3417161628659239,0.43119645972957626
1995-07-01 05:41:00+00:00,70.0,2850125.0,40716.07142857143,1269716.0,130118.89999999985,24.0,68.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2850125.0,0.5215825548284004,0.5931344447209285,0.3954771573258222
1995-07-01 05:42:00+00:00,61.0,4356830.0,71423.44262295082,1121554.0,175621.0,27.0,59.0,2.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,4356830.0,0.2782094636441235,0.5768453366083148,0.3645691480022531
1995-07-01 05:43:00+00:00,66.0,1734436.0,26279.333333333332,297851.0,114202.5,29.0,63.0,3.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,1734436.0,0.42184594100733985,0.5009353337633906,0.21151948229077308
1995-07-01 05:44:00+00:00,73.0,573250.0,7852.739726027397,52701.0,40310.0,25.0,71.0,2.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,573250.0,0.6139635698897953,0.4761744396417584,0.3532000421090513
1995-07-01 05:45:00+00:00,50.0,1978583.0,39571.66,543680.0,164364.9499999996,25.0,45.0,4.0,1.0,0.0,1.0,0.02,50.0,0.0,0.0,0.0,1978583.0,0.0,0.3857805221002051,0.2763342354934782
1995-07-01 05:46:00+00:00,33.0,594830.0,18025.151515151516,235862.0,67625.79999999999,18.0,31.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,594830.0,0.0,0.21004716093849118,0.5117583139085746
1995-07-01 05:47:00+00:00,47.0,1115553.0,23735.17021276596,543680.0,48897.899999999994,20.0,44.0,3.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1115553.0,0.0,0.3039521037932238,0.28738341426857084
1995-07-01 05:48:00+00:00,65.0,1858475.0,28591.923076923078,946425.0,69342.79999999999,27.0,61.0,4.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1858475.0,0.37801935526847874,0.4880367664446643,0.24878394097783263
